No.,Species,sp,accepted.family,hemisphere,latitude,longitude,StudyLocation.filter,Country,SeedMass,SeedMass.Source,SeedReleaseHeight,SeedReleaseHeight.Source,MaximumSDD,MeanSDD,mode,E or M,GF.binary,Reference.EL
1666,Dryobalanops lanceolata,Dryobalanops lanceolata,Dipterocarpaceae,N,5.85,117.9333333,"Sepilok Forest Reserve (SFR), Malaysian Borneo (elevation 85m)",Malaysia,8910,paper,45,paper,NA,32.13,abiotic,model,woody,Smith et al. 2016
1667,Hopea ferruginea,Hopea ferruginea,Dipterocarpaceae,N,5.85,117.9333333,"Sepilok Forest Reserve (SFR), Malaysian Borneo (elevation 85m)",Malaysia,220,paper,45,paper,NA,69.7,abiotic,model,woody,Smith et al. 2016
1668,Hopea nervosa,Hopea nervosa,Dipterocarpaceae,N,5.85,117.9333333,"Sepilok Forest Reserve (SFR), Malaysian Borneo (elevation 85m)",Malaysia,1140,paper,45,paper,NA,63.29,abiotic,model,woody,Smith et al. 2016
1669,Hopea sp.,Hopea sp.,Dipterocarpaceae,N,5.85,117.9333333,"Sepilok Forest Reserve (SFR), Malaysian Borneo (elevation 85m)",Malaysia,3820,paper,45,paper,NA,27.28,abiotic,model,woody,Smith et al. 2016
1670,Parashorea malaanonan,Parashorea malaanonan,Dipterocarpaceae,N,5.85,117.9333333,"Sepilok Forest Reserve (SFR), Malaysian Borneo (elevation 85m)",Malaysia,5510,paper,45,paper,NA,45.4,abiotic,model,woody,Smith et al. 2016
1671,Parashorea tomentella,Parashorea tomentella,Dipterocarpaceae,N,5.85,117.9333333,"Sepilok Forest Reserve (SFR), Malaysian Borneo (elevation 85m)",Malaysia,8320,paper,45,paper,NA,44.52,abiotic,model,woody,Smith et al. 2016
1672,Shorea argentifolia,Shorea argentifolia,Dipterocarpaceae,N,5.85,117.9333333,"Sepilok Forest Reserve (SFR), Malaysian Borneo (elevation 85m)",Malaysia,800,paper,45,paper,NA,77.38,abiotic,model,woody,Smith et al. 2016
1673,Shorea beccariana,Shorea beccariana,Dipterocarpaceae,N,5.85,117.9333333,"Sepilok Forest Reserve (SFR), Malaysian Borneo (elevation 85m)",Malaysia,9430,paper,45,paper,NA,42.91,abiotic,model,woody,Smith et al. 2016
1674,Shorea johorensis,Shorea johorensis,Dipterocarpaceae,N,5.85,117.9333333,"Sepilok Forest Reserve (SFR), Malaysian Borneo (elevation 85m)",Malaysia,2650,paper,45,paper,NA,56.83,abiotic,model,woody,Smith et al. 2016
1675,Shorea leprosula,Shorea leprosula,Dipterocarpaceae,N,5.85,117.9333333,"Sepilok Forest Reserve (SFR), Malaysian Borneo (elevation 85m)",Malaysia,1060,paper,45,paper,NA,58.42,abiotic,model,woody,Smith et al. 2016
1676,Shorea macrophylla,Shorea macrophylla,Dipterocarpaceae,N,5.85,117.9333333,"Sepilok Forest Reserve (SFR), Malaysian Borneo (elevation 85m)",Malaysia,34500,paper,45,paper,NA,23.41,abiotic,model,woody,Smith et al. 2016
1677,Shorea mecistopteryx,Shorea mecistopteryx,Dipterocarpaceae,N,5.85,117.9333333,"Sepilok Forest Reserve (SFR), Malaysian Borneo (elevation 85m)",Malaysia,15300,paper,45,paper,NA,39.75,abiotic,model,woody,Smith et al. 2016
1678,Shorea parvifolia,Shorea parvifolia,Dipterocarpaceae,N,5.85,117.9333333,"Sepilok Forest Reserve (SFR), Malaysian Borneo (elevation 85m)",Malaysia,950,paper,45,paper,NA,69.61,abiotic,model,woody,Smith et al. 2016
1679,Shorea seminis,Shorea seminis,Dipterocarpaceae,N,5.85,117.9333333,"Sepilok Forest Reserve (SFR), Malaysian Borneo (elevation 85m)",Malaysia,2630,paper,45,paper,NA,17.54,abiotic,model,woody,Smith et al. 2016
1680,Shorea smithiana,Shorea smithiana,Dipterocarpaceae,N,5.85,117.9333333,"Sepilok Forest Reserve (SFR), Malaysian Borneo (elevation 85m)",Malaysia,6330,paper,45,paper,NA,49.77,abiotic,model,woody,Smith et al. 2016
1702,Kalopanax pictus,Acer pictum,Sapindaceae,N,36.93333333,140.5833333,"Ogawa Forest Reserve (OFR) in Kitaibaraki, Ibaraki",Japan,4.5,paper,30,paper,37,NA,abiotic,experiment,woody,Iida & Nakashizuka 1998
1721,Carex physodes,Carex physodes,Cyperaceae,N,44.99619444,88.39406481,"Gurbantunggut Desert, Junggar Basin, Xinjiang",China,7,paper,0.3,paper,NA,0.5007,abiotic,experiment,herbaceous,Abudureheman et al. 2018
1722,Carex physodes,Carex physodes,Cyperaceae,N,44.99619444,88.39406481,"Gurbantunggut Desert, Junggar Basin, Xinjiang",China,2.5,paper,0.3,paper,NA,0.1643,abiotic,experiment,herbaceous,Abudureheman et al. 2018
1723,Aspidosperma spruceanum,Aspidosperma spruceanum,Apocynaceae,N,9.166666667,-79.85,Barro Colorado Island,Panama,872,paper,39,paper,NA,42.2,abiotic,experiment,woody,Augspurger et al. 2017
1735,Cephalanthera rubra,Cephalanthera rubra,Orchidaceae,N,53.589418,22.819442,V1 - Biebrza river valley,Poland,0.0277542,Kew,0.5,LEDA,5,NA,abiotic,experiment,herbaceous,Brzosko et al. 2017
1737,Epipactis helleborine,Epipactis helleborine,Orchidaceae,N,53.589418,22.819442,V1 - Biebrza river valley,Poland,0.005331112,Kew,0.8,LEDA,15.5,NA,abiotic,experiment,herbaceous,Brzosko et al. 2017
1738,Cypripedium calceolus,Cypripedium calceolus,Orchidaceae,N,53.589418,22.819442,V1 - Biebrza river valley,Poland,0.0021661,Kew,0.6,LEDA,9.2,NA,abiotic,experiment,herbaceous,Brzosko et al. 2017
1739,Platanthera bifolia,Platanthera bifolia,Orchidaceae,N,53.589418,22.819442,V1 - Biebrza river valley,Poland,0.0017667,Kew,0.45,LEDA,6,NA,abiotic,experiment,herbaceous,Brzosko et al. 2017
1740,Neottia ovata,Neottia ovata,Orchidaceae,N,53.589418,22.819442,V1 - Biebrza river valley,Poland,0.0011112,Kew,0.6,other paper,10,NA,abiotic,experiment,herbaceous,Brzosko et al. 2017
1753,Vincetoxicum nigrum,Vincetoxicum nigrum,Apocynaceae,N,41.3,-73.98,"Iona Island, Bear Mountain State Park, Rockland County, NY",USA,13,paper,2,paper,72.1,12.6,abiotic,experiment,herbaceous,DiTommaso et al. 2018
1754,Vincetoxicum rossicum,Vincetoxicum rossicum,Apocynaceae,N,42.52,-76.52,"Edwards Lake Cliffs Preserve, Ithaca, NY",USA,8,paper,2,paper,79.6,17.1,abiotic,experiment,herbaceous,DiTommaso et al. 2018
1757,Agrostis gigantea,Agrostis gigantea,Poaceae,N,45.06666667,141.7,"Sarobetsu Mire, Hokkaido",Japan,0.07,paper,0.42,paper,3.8,NA,abiotic,model,herbaceous,Egawa 2017
1758,Anthoxanthum odoratum,Anthoxanthum odoratum,Poaceae,N,45.06666667,141.7,"Sarobetsu Mire, Hokkaido",Japan,0.69,paper,0.4,paper,41.8,NA,abiotic,model,herbaceous,Egawa 2017
1759,Dactylis glomerata,Dactylis glomerata,Poaceae,N,45.06666667,141.7,"Sarobetsu Mire, Hokkaido",Japan,0.99,paper,0.68,paper,18.3,NA,abiotic,model,herbaceous,Egawa 2017
1760,Poa pratensis,Poa pratensis,Poaceae,N,45.06666667,141.7,"Sarobetsu Mire, Hokkaido",Japan,0.43,paper,0.45,paper,15.2,NA,abiotic,model,herbaceous,Egawa 2017
1761,Taraxacum officinale,Taraxacum officinale,Asteraceae,N,45.06666667,141.7,"Sarobetsu Mire, Hokkaido",Japan,0.35,paper,0.28,paper,309.3,NA,abiotic,model,herbaceous,Egawa 2017
1763,Agrimonia eupatoria,Agrimonia eupatoria,Rosaceae,N,50.52134722,14.30083333,northern Bohemia (elevation 235m),Czech Republic,18.1,other paper,0.617,paper,2.142,NA,abiotic,model,herbaceous,Hemrová et al. 2017
1764,Anthericum ramosum,Anthericum ramosum,Asparagaceae,N,50.52134722,14.30083333,northern Bohemia (elevation 235m),Czech Republic,4.79,Kew,0.641,paper,2.535,NA,abiotic,model,herbaceous,Hemrová et al. 2017
1765,Anthyllis vulneraria,Anthyllis vulneraria,Fabaceae,N,50.52134722,14.30083333,northern Bohemia (elevation 235m),Czech Republic,3.16,Kew,0.285,paper,1.885,NA,abiotic,model,herbaceous,Hemrová et al. 2017
1766,Aster amellus,Aster amellus,Asteraceae,N,50.52134722,14.30083333,northern Bohemia (elevation 235m),Czech Republic,0.86,Kew,0.335,paper,5.147,NA,abiotic,model,herbaceous,Hemrová et al. 2017
1767,Aster linosyris,Galatella linosyris,Asteraceae,N,50.52134722,14.30083333,northern Bohemia (elevation 235m),Czech Republic,1.33,Kew,0.369,paper,1.541,NA,abiotic,model,herbaceous,Hemrová et al. 2017
1768,Carlina vulgaris,Carlina vulgaris,Asteraceae,N,50.52134722,14.30083333,northern Bohemia (elevation 235m),Czech Republic,1.4,other paper,0.355,paper,4.318,NA,abiotic,model,herbaceous,Hemrová et al. 2017
1769,Cirsium acaule,Cirsium acaule,Asteraceae,N,50.52134722,14.30083333,northern Bohemia (elevation 235m),Czech Republic,4.44,Kew,0.135,paper,3.213,NA,abiotic,model,herbaceous,Hemrová et al. 2017
1770,Cirsium pannonicum,Cirsium pannonicum,Asteraceae,N,50.52134722,14.30083333,northern Bohemia (elevation 235m),Czech Republic,2.25,Kew,0.64,paper,44.589,NA,abiotic,model,herbaceous,Hemrová et al. 2017
1771,Falcaria vulgaris,Falcaria vulgaris,Apiaceae,N,50.52134722,14.30083333,northern Bohemia (elevation 235m),Czech Republic,0.9,Kew,0.55,paper,1.762,NA,abiotic,model,herbaceous,Hemrová et al. 2017
1772,Linum catharticum,Linum catharticum,Linaceae,N,50.52134722,14.30083333,northern Bohemia (elevation 235m),Czech Republic,0.15,other paper,0.227,paper,1.754,NA,abiotic,model,herbaceous,Hemrová et al. 2017
1773,Linum flavum,Linum flavum,Linaceae,N,50.52134722,14.30083333,northern Bohemia (elevation 235m),Czech Republic,0.848148242,Kew,0.377,paper,2.164,NA,abiotic,model,herbaceous,Hemrová et al. 2017
1774,Linum tenuifolium,Linum tenuifolium,Linaceae,N,50.52134722,14.30083333,northern Bohemia (elevation 235m),Czech Republic,0.86,Kew,0.235,paper,1.385,NA,abiotic,model,herbaceous,Hemrová et al. 2017
1775,Plantago media,Plantago media,Plantaginaceae,N,50.52134722,14.30083333,northern Bohemia (elevation 235m),Czech Republic,0.28,other paper,0.268,paper,0.961,NA,abiotic,model,herbaceous,Hemrová et al. 2017
1776,Primula veris,Primula veris,Primulaceae,N,50.52134722,14.30083333,northern Bohemia (elevation 235m),Czech Republic,0.86,paper mean,0.2,paper,0.457,NA,abiotic,model,herbaceous,Hemrová et al. 2017
1777,Scorzonera hispanica,Scorzonera hispanica,Asteraceae,N,50.52134722,14.30083333,northern Bohemia (elevation 235m),Czech Republic,9.3,Kew,0.9,paper,14.531,NA,abiotic,model,herbaceous,Hemrová et al. 2017
1778,Trifolium montanum,Trifolium montanum,Fabaceae,N,50.52134722,14.30083333,northern Bohemia (elevation 235m),Czech Republic,1.6,Kew,0.378,paper,1.842,NA,abiotic,model,herbaceous,Hemrová et al. 2017
1779,Salvia roemeriana,Salvia roemeriana,Lamiaceae,N,30.16581944,-95.46126111,Texan woodlands,USA,2.106722573,other paper,0.3,internet (wikipedia),1.09,0.351,abiotic,experiment,herbaceous,Zona 2017
1787,Lespedeza cuneata,Lespedeza cuneata,Fabaceae,N,38.2,-98.5,southcentral Kansas,USA,1.6,Kew,0.998,paper,3,0.819641549,abiotic,experiment,herbaceous,Quick et al. 2017
1801,Pouteria splendens,Gayella splendens,Sapotaceae,S,-32.25,-71.5,Los Molles,Chile,3300.636896,paper calculation,5,paper,15,NA,abiotic,experiment,woody,Sotes et al. 2018
1811,Scrophularia canina,Scrophularia canina,Scrophulariaceae,N,39.18505556,-6.937452778,"Badajoz Province, Extremadura (elevation 316.5m)",Spain,0.6,Kew,0.894,paper,1,NA,abiotic,experiment,herbaceous,Rodríguez-Riaño et al. 2017
71,Asarum canadense,Asarum canadense,Aristolochiaceae,N,38.92861111,-79.84444444,"Monongahela National Forest (700m asl), Greenbriar County, West Virginia",USA,8.9,paper,0.3,Moles,0.94,0.8,ant,experiment,herbaceous,Heithaus 1986
132,Carex pilulifera,Carex pilulifera,Cyperaceae,N,56.03472222,12.5,"Elsinore, NE Zealand",Denmark,1.1,paper,0.4,paper,1.4,0.4,ant,experiment,herbaceous,Kjellsson 1985
200,Commiphora guillaumini,Commiphora guillauminii,Burseraceae,S,-20.73972222,44.17194444,forest of Kirindy,Madagascar,NA,NA,20,other paper (Farwig et al. 2004),10.4,4.4,ant,experiment,woody,Böhning-Gaese et al. 1999
227,Dendromecon rigida,Dendromecon rigida,Papaveraceae,N,32.92694444,-117.2591667,"Torrey Pines State Reserve, San Diego County, CA",USA,10.3,paper,2,paper,1,0.9479054,ant,experiment,woody,Carney et al. 2003
271,Euphorbia esula,Euphorbia esula,Euphorbiaceae,N,45.88694444,-110.5,"3 miles east of Clyde Park, Montana",USA,3.5,paper,1.2,internet (wikipedia),25,NA,ant,experiment,herbaceous,Pemberton 1988
293,Haplopappus squarrosus,Hazardia squarrosa,Asteraceae,N,32.71555556,-117.1611111,"San Diego County, California",USA,0.68,paper,1,paper,3,NA,ant,experiment,woody,Louda 1982
356,Leucospermum sp.,Leucospermum sp.,Proteaceae,S,-34.33333333,18.96666667,southern boundary of Kogelberg in the Palmiet River Valley,South Africa,NA,NA,NA,NA,17,2.5,ant,experiment,woody,Bond & Slingsby 1984
386,Mercurialis annua,Mercurialis annua,Euphorbiaceae,N,35.2,10.48333333,"Cappuccini, 3km north of Siena (elevation 280m)",Italy,1.7,paper,0.5,paper,14,3.4,ant,experiment,herbaceous,Lisci & Pacini 1997
390,Mimetes cucullatus,Mimetes cucullatus,Proteaceae,S,-34.33333333,18.96666667,southern boundary of Kogelberg in the Palmiet River Valley,South Africa,37.03,paper,2,internet (wikipedia),0.5,NA,ant,experiment,woody,Bond & Slingsby 1984
684,Acacia suaveolens,Acacia suaveolens,Fabaceae,S,-39.02089,146.32893,"Wilson's Prom, VIC ",Australia,29.7,Kew,3,Moles,10.9,2.1,ant,experiment,woody,Andersen 1988
685,Acacia holosericea,Acacia holosericea,Fabaceae,S,-12.6833,132.9167,"Mine lease, in the Kakadu region of the Top End of the Northern Territory.",Australia,5.686011687,Moles,8,Moles,13.08,2.57,ant,experiment,woody,Andersen & Morrison 1998
690,Acacia suaveolens,Acacia suaveolens,Fabaceae,S,-33.66341,151.23124,Ku-Ring-Gai Chase National Park,Australia,29.93317268,Moles,3,Moles,5,0.547368421,ant,experiment,woody,Auld 1986
711,Adriana quadripartita,Adriana quadripartita,Euphorbiaceae,S,-34.78333333,138.5166667,Torrens Island,Australia,21.92,Kew,2,paper,4.9,1.54,ant,experiment,woody,Beaumont et al. 2009
716,Brachyloma daphnoides,Brachyloma daphnoides,Ericaceae,S,-35.27444444,149.0972222,Black Mt. Australian Capital Territory,Australia,2.862,Moles,1,Moles,5.4,4.95,ant,experiment,woody,Berg 1975
717,Dillwynia juniperina,Dillwynia juniperina,Fabaceae,S,-35.355,149.2311111,"Queanbeyan, NSW",Australia,NA,NA,2,PlantNET,3,2.27,ant,experiment,woody,Berg 1975
718,Dillwynia retorta,Dillwynia retorta,Fabaceae,S,-35.27444444,149.0972222,Black Mt. Australian Capital Territory,Australia,5.1,Kew,2.0198,Moles,4.1,4.1,ant,experiment,woody,Berg 1975
719,Goodenia hederacea,Goodenia hederacea,Goodeniaceae,S,-35.355,149.2311111,"Queanbeyan, NSW",Australia,NA,NA,0.8,PlantNET,5,5,ant,experiment,herbaceous,Berg 1975
720,Hibbertia obtusifolia,Hibbertia obtusifolia,Dilleniaceae,S,-35.45666667,149.0935,"Condor Creek, ACT",Australia,NA,NA,0.6,PlantNET,5.2,5.2,ant,experiment,woody,Berg 1975
721,Monotoca scoparia,Monotoca scoparia,Ericaceae,S,-35.45666667,149.0935,"Condor Creek, ACT",Australia,NA,NA,1.2,PlantNET,5,5,ant,experiment,woody,Berg 1975
722,Pimelea sp.,Pimelea sp.,Thymelaeaceae,S,-34.05,151.05,"Royal National Park, NSW",Australia,NA,NA,NA,NA,6,6,ant,experiment,woody,Berg 1975
737,Asarum canadense,Asarum canadense,Aristolochiaceae,N,44.83333333,-75.66666667,"Garreton, Ontario",USA,13.7,paper,0.3,Moles,35,1.54,ant,experiment,herbaceous,Cain et al. 1998
760,Miconia rubiginosa,Miconia rubiginosa,Melastomataceae,S,-22.2,-47.85,Estacao Experimental de Itirapina,Brazil,12,paper,6,paper,19.9,7.033869587,ant,experiment,woody,Christianini et al. 2007; Christianini & Oliveira 2009
762,Erythroxylum pelleterianum,Erythroxylum pelleterianum,Erythroxylaceae,S,-22.2,-47.85,Estacao Experimental de Itirapina,Brazil,41,paper,NA,NA,7.1,1.46,ant,experiment,woody,Christianini et al. 2007
763,Miconia albicans,Miconia albicans,Melastomataceae,S,-22.2,-47.85,Estacao Experimental de Itirapina,Brazil,9,paper,5,Moles,13.9,5.91,ant,experiment,woody,Christianini et al. 2007
764,Miconia fallax,Miconia fallax,Melastomataceae,S,-22.2,-47.85,Estacao Experimental de Itirapina,Brazil,15,paper,1.8,other paper (Silva et al. 2016),NA,1.9,ant,experiment,woody,Christianini et al. 2007
766,Myrcia lingua,Myrcia lingua,Myrtaceae,S,-22.2,-47.85,Estacao Experimental de Itirapina,Brazil,82,paper,NA,NA,4.6,3.2,ant,experiment,woody,Christianini et al. 2007
767,Ocotea pulchella,Ocotea pulchella,Lauraceae,S,-22.2,-47.85,Estacao Experimental de Itirapina,Brazil,100,paper,30,internet (Useful Tropical Plants),9,4.52,ant,experiment,woody,Christianini et al. 2007
768,Stryphnodendron adstringens,Stryphnodendron adstringens,Fabaceae,S,-22.2,-47.85,Estacao Experimental de Itirapina,Brazil,90,paper,5,internet (Useful Tropical Plants),25.4,17.7,ant,experiment,woody,Christianini et al. 2007
784,Viola pedata,Viola pedata,Violaceae,N,37.91666667,-80.26666667,"Monongahela National Forest, Greenbrier County, Virginia (elevation 700m)",USA,0.929,Moles,0.15,Moles,1.5,0.35,ant,experiment,herbaceous,Culver & Beattie 1978
786,Viola pensylvanica,Viola pubescens,Violaceae,N,37.91666667,-80.26666667,"Monongahela National Forest, Greenbrier County, Virginia (elevation 700m)",USA,2.43,Moles,0.3,net estimat,1.08,0.72,ant,experiment,herbaceous,Culver & Beattie 1978
788,Viola rostrata,Viola rostrata,Violaceae,N,37.91666667,-80.26666667,"Monongahela National Forest, Greenbrier County, Virginia (elevation 700m)",USA,NA,NA,0.25,Moles,1.25,0.72,ant,experiment,herbaceous,Culver & Beattie 1978
790,Viola triloba,Viola palmata,Violaceae,N,37.91666667,-80.26666667,"Monongahela National Forest, Greenbrier County, Virginia (elevation 700m)",USA,2.496,Kew,0.3,net estimat,NA,0.99,ant,experiment,herbaceous,Culver & Beattie 1978
791,Miconia argentea,Miconia argentea,Melastomataceae,N,9.166666667,-79.85,Barro Colorado Island,Panama,0.082508712,Moles,20,Moles,5.17,1.67,ant,experiment,woody,Dalling et al. 1998
794,Sclerolaena diacantha,Sclerolaena diacantha,Amaranthaceae,S,-31.07027778,141.7044444,"Fowlers Gap, NSW",Australia,8.17,paper,0.2,Moles,77,NA,ant,experiment,herbaceous,Davidson & Morton 1981
795,Sclerolaena diacantha,Sclerolaena diacantha,Amaranthaceae,S,-29.05,141.7666667,Olive Downs Homestead,Australia,8.17,paper,0.2,Moles,4,NA,ant,experiment,herbaceous,Davidson & Morton 1981
796,Sclerolaena diacantha,Sclerolaena diacantha,Amaranthaceae,S,-29.05,141.65,Camp David,Australia,8.17,paper,0.2,Moles,4,NA,ant,experiment,herbaceous,Davidson & Morton 1981
811,Melampyrum lineare,Melampyrum lineare,Orobanchaceae,N,47.11666667,-88.55,"Keweenaw Peninsula in northern Michigan, USA: ula of Michiga",USA,2.414,Moles,0.5,Moles,4.45,1.08,ant,experiment,herbaceous,Gibson 1993
812,Euphorbia characias,Euphorbia characias,Euphorbiaceae,N,45.4,2.1,Collserola Park,Spain,5.0756241,Kew,1.2,internet (wikipedia),9.4,1.42,ant,experiment,woody,Gómez & Espadaler 1998
814,Rhamnus alaternus,Rhamnus alaternus,Rhamnaceae,N,41.96666667,2.866666667,Mas de la Figuera & Aigua Blanca (non invaded),Spain,9.544,Kew,5,Moles,14.3,0.9017,ant,experiment,woody,Gómez et al. 2003
817,Acacia blakelyi,Acacia blakelyi,Fabaceae,S,-29.63,115.22,Eneabba sandplain western Australia,Australia,23.13,Kew,3,Moles,NA,1.95,ant,experiment,woody,Gove et al. 2007
827,Acacia blakelyi,Acacia blakelyi,Fabaceae,S,-32.2325,115.8366667,Thomas Regional Reserve,Australia,23.13,Kew,3,Moles,8.1,3.3,ant,experiment,woody,He et al. 2009
828,Daviesia triflora,Daviesia triflora,Fabaceae,S,-32.2325,115.8366667,Thomas Regional Reserve,Australia,NA,NA,0.6,paper,4.7,1.95,ant,experiment,woody,He et al. 2009
845,Calathea ovandensis,Calathea ovandensis,Marantaceae,N,18.44777778,-95.20138889,"Laguna Encantada near San Andres Tuxtla, Verecruz",Mexico,39.68238352,paper calculation,NA,NA,20.5,1.056738,ant,experiment,herbaceous,Horvitz & Schemske 1986; Horvitz & Schemske 1994
847,Acacia terminalis,Acacia terminalis,Fabaceae,S,-33.66341,151.23124,Ku-Ring-Gai Chase National Park,Australia,34.4,Kew,6,Moles,1.93,1.12,ant,experiment,woody,Hughes & Westoby 1992
848,Dillwynia retorta,Dillwynia retorta,Fabaceae,S,-33.66341,151.23124,Ku-Ring-Gai Chase National Park,Australia,5.1,Kew,2.0198,Moles,11,1.14,ant,experiment,woody,Hughes & Westoby 1992
868,Trillium grandiflorum,Trillium grandiflorum,Melanthiaceae,N,42.40555556,-85.40083333,"Kellogg Biological Station of Michigan State University, Kalamazoo County, Michigan",USA,10.7,Moles,0.5,Moles,10,1.47,ant,experiment,herbaceous,Kalisz et al. 1999
919,Calathea micans,Calathea micans,Marantaceae,N,10.42333333,-84.02194444,La Selva Biological Station in Costa Rica,Costa Rica,35.5,paper,0.2,paper,4.5,0.705,ant,experiment,herbaceous,Le Corff & Horvitz 1995
998,Sanguinaria canadensis,Sanguinaria canadensis,Papaveraceae,N,33.86666667,-83.25,"Clarke and Oglethorpe counties, Georgia",USA,11.11652265,Moles,0.2,Moles,6.71,0.72,ant,experiment,herbaceous,Ness 2004
999,Datura discolor,Datura discolor,Solanaceae,N,33.10055556,-116.3013889,Anza-Borrego State Park,USA,9.9,paper,0.5,Jepson manuel,39,NA,ant,experiment,herbaceous,O'Dowd & Hay 1980
1000,Trillium kamtschaticum,Trillium camschatcense,Melanthiaceae,N,43.05,141.5,Nopporo Forest Park,Japan,2.93,Chen,0.5,eFloras,3.3,0.61,ant,experiment,herbaceous,Ohara & Higashi 1987
1001,Trillium tschonoskii,Trillium tschonoskii,Melanthiaceae,N,42.675,141.6008333,Tomakomai Experimental Forest of Hokkaido University,Japan,3.19,Chen,0.5,eFloras,2.7,0.64,ant,experiment,herbaceous,Ohara & Higashi 1987
1003,Viola selkirkii,Viola selkirkii,Violaceae,N,43.05,141.5,Nopporo Forest Park,Japan,0.61,paper,0.15,Moles,1.725,0.281,ant,experiment,herbaceous,Ohkawara & Higashi 1994
